"ID_W9","SwitchedToRandom","Open_Comments","Open_Comments_W","comment","empty_like","comment_scale","scale_label"
300643850823924,"1","Zu politisch","Nein","zu politisch",FALSE,2,"2 = content-focused"
300643850919008,"1","ja, es gab unterschiedliche Beiträge mir unterschiedlichen Meinungen","nein, alles ok","ja, es gab unterschiedliche beiträge mir unterschiedlichen meinungen",FALSE,3,"3 = other/unclear"
300643850923110,"1","Da ist nichts dabei gewesen das ich teilen oder liken würde","nein","da ist nichts dabei gewesen das ich teilen oder liken würde",FALSE,2,"2 = content-focused"
300643851248810,"1","einige mit politischem inhalt","nein ist halt eine video plattform","einige mit politischem inhalt",FALSE,2,"2 = content-focused"
300643851293926,"1","nur mist","völliger schwachsinn","nur mist",FALSE,2,"2 = content-focused"
300644054577239,"","Nichts für mich.","","nichts für mich.",FALSE,2,"2 = content-focused"
300644054578273,"","Nie wieder","","nie wieder",FALSE,3,"3 = other/unclear"
300644054578281,"","wahlkampf ist immer tendentiös","","wahlkampf ist immer tendentiös",FALSE,3,"3 = other/unclear"
300644054578288,"","Kam mir vor wie auf jeder anderen Plattform.","","kam mir vor wie auf jeder anderen plattform.",FALSE,1,"1 = platform-focused"
300644054578294,"1","Alles ok","Alles ok","alles ok",FALSE,3,"3 = other/unclear"
300644054578300,"","einige Videos sind nervig","","einige videos sind nervig",FALSE,2,"2 = content-focused"
300644054578302,"","alles etwas durcheinander und zuviel von allem","","alles etwas durcheinander und zuviel von allem",FALSE,2,"2 = content-focused"
300644054578304,"","Die Plattform war Quatsch","","die plattform war quatsch",FALSE,1,"1 = platform-focused"
300644054578305,"","Gääähn","","gääähn",FALSE,2,"2 = content-focused"
300644054578306,"1","ganz üble Mischung :D","","ganz üble mischung :d",FALSE,3,"3 = other/unclear"
300644054578307,"1","viel bla bla","viel bla bla","viel bla bla",FALSE,3,"3 = other/unclear"
300644054578311,"","Ne da war nichts besonderes","","ne da war nichts besonderes",FALSE,2,"2 = content-focused"
300644054578312,"1","es ist teilweise nicht erkennbar, wer konkret  der Verfasser ist","nein","es ist teilweise nicht erkennbar, wer konkret der verfasser ist",FALSE,3,"3 = other/unclear"
300644054578318,"","unerträglich","","unerträglich",FALSE,3,"3 = other/unclear"
300644054578321,"1","Ist nichts neues oder besonderes","Inhaltlich eher nicht mein Geschmack","ist nichts neues oder besonderes",FALSE,2,"2 = content-focused"
300644054578346,"","csu dobrindt war in dauerschleife","","csu dobrindt war in dauerschleife",FALSE,3,"3 = other/unclear"
300644054579200,"","Viele sinnlose und unnütze Videos","","viele sinnlose und unnütze videos",FALSE,2,"2 = content-focused"
300644054579374,"","zeitverschwendung","","zeitverschwendung",FALSE,2,"2 = content-focused"
300644054579376,"","Das interessiert mich nicht","","das interessiert mich nicht",FALSE,3,"3 = other/unclear"
300644054579377,"","Keine Videos die mich so wirklich interessiert haben, ich bin hier nicht die richtige Zielgruppe","","keine videos die mich so wirklich interessiert haben, ich bin hier nicht die richtige zielgruppe",FALSE,2,"2 = content-focused"
300644054579383,"1","Gut ist, dass Beiträge zur Überprüfung gemeldet werden können.","Nein.","gut ist, dass beiträge zur überprüfung gemeldet werden können.",FALSE,1,"1 = platform-focused"
300644054579387,"","das meiste war für mich völlig uninteressant.","","das meiste war für mich völlig uninteressant.",FALSE,2,"2 = content-focused"
300644054579396,"1","Buntes Mix.","Nein","buntes mix.",FALSE,3,"3 = other/unclear"
300644054579399,"","nö, nichts besonders","","nö, nichts besonders",FALSE,3,"3 = other/unclear"
300644054579400,"","Beste Videoaufnahmen","","beste videoaufnahmen",FALSE,2,"2 = content-focused"
300644054579411,"","Der Kontent scheint vielfältig, allerdings auch etwas rechtslastig zu sein.","","der kontent scheint vielfältig, allerdings auch etwas rechtslastig zu sein.",FALSE,2,"2 = content-focused"
300644054579414,"","Nicht mein Geschmack was da gezeigt wird","","nicht mein geschmack was da gezeigt wird",FALSE,2,"2 = content-focused"
300644054579419,"","Die Beispiele reizen mich nicht.","","die beispiele reizen mich nicht.",FALSE,2,"2 = content-focused"
300644054579420,"","Nervig","","nervig",FALSE,3,"3 = other/unclear"
300644054579421,"","Eine Videos ruckelten, kann aber an meiner Verbindung liegen","","eine videos ruckelten, kann aber an meiner verbindung liegen",FALSE,3,"3 = other/unclear"
300644054579422,"","ich kann diese Inhalte nicht ertragen - daher einfach nur weitergeklickt","","ich kann diese inhalte nicht ertragen - daher einfach nur weitergeklickt",FALSE,2,"2 = content-focused"
300644054579423,"","gruseliger Inhalt  substanzlos","","gruseliger inhalt substanzlos",FALSE,2,"2 = content-focused"
300644054579436,"","Okay","","okay",FALSE,3,"3 = other/unclear"
300644054579442,"1","Echt noch ne Plattform?","Blödsinn","echt noch ne plattform?",FALSE,0,"0 = setup skepticism"
300644054579446,"","Itdotxotxp","","itdotxotxp",FALSE,3,"3 = other/unclear"
300644054579449,"","ganz so wie man es kennt","","ganz so wie man es kennt",FALSE,1,"1 = platform-focused"
300644054579453,"1","interessant sind sie alle nicht, bis auf die Rede im Bundestag der FDP . das ist real","fast alle Videos fand ich uninteressantg","interessant sind sie alle nicht, bis auf die rede im bundestag der fdp . das ist real",FALSE,2,"2 = content-focused"
300644054580236,"","TL;DW","","tl;dw",FALSE,3,"3 = other/unclear"
300644054580240,"","Kann keinen Unterschied zu den schon bestehenden Plattformen feststellen. Wäre sicher keine Plattform, die ich nutzen würde","","kann keinen unterschied zu den schon bestehenden plattformen feststellen. wäre sicher keine plattform, die ich nutzen würde",FALSE,1,"1 = platform-focused"
300644054580251,"","Mich störte, das man nicht aus einer Vielzahl von Videos aussuchen konnte, sondern, dass die Videos in einer Abfolge angezeigt wurden.","","mich störte, das man nicht aus einer vielzahl von videos aussuchen konnte, sondern, dass die videos in einer abfolge angezeigt wurden.",FALSE,1,"1 = platform-focused"
300644054580273,"","Wozu brauchen wir diese Reizüberflutung?","","wozu brauchen wir diese reizüberflutung?",FALSE,2,"2 = content-focused"
300644054580283,"1","Nein, kein Unterschied zu anderen Plattformen","Nein, unterscheidet sich nicht zu anderen Plattformen. Reiner Zeitfresser.","nein, kein unterschied zu anderen plattformen",FALSE,1,"1 = platform-focused"
300644054580299,"","Die Videos sind langweilig, bieten keinen Mehrwert und interessieren mich nicht.","","die videos sind langweilig, bieten keinen mehrwert und interessieren mich nicht.",FALSE,2,"2 = content-focused"
300644054580305,"","interessiert mich nicht","","interessiert mich nicht",FALSE,3,"3 = other/unclear"
300644054580315,"1","sehr politisch","sie war sehr politisch","sehr politisch",FALSE,2,"2 = content-focused"
300644054580316,"1","Damit möchte ich nicht meine Zeit verplempern","Ich hasse sie","damit möchte ich nicht meine zeit verplempern",FALSE,2,"2 = content-focused"
300644054580317,"","Ist nicht die Meiningen Plattform","","ist nicht die meiningen plattform",FALSE,0,"0 = setup skepticism"
300644054580319,"","Viele unnötige Videos, die  man nicht schauen muss","","viele unnötige videos, die man nicht schauen muss",FALSE,2,"2 = content-focused"
300644054580321,"","Ziemlich verwirrend","","ziemlich verwirrend",FALSE,3,"3 = other/unclear"
300644054580323,"1","Nein, spricht mich nicht wirklich an","Spricht mich überhaupt nicht an","nein, spricht mich nicht wirklich an",FALSE,2,"2 = content-focused"
300644054581355,"","Die Hälfte hatte politische Inhalte.","","die hälfte hatte politische inhalte.",FALSE,2,"2 = content-focused"
300644054581359,"1","wie heißt sie und wer betreibt sie?","ziemliches sammelsurium","wie heißt sie und wer betreibt sie?",FALSE,3,"3 = other/unclear"
300644054581362,"","nein, viel Müll","","nein, viel müll",FALSE,2,"2 = content-focused"
300896103440568,"1","Hat einen nicht vom Hocker gerissen","","hat einen nicht vom hocker gerissen",FALSE,2,"2 = content-focused"
300896103564514,"1","das eine Video - könnte Epilepsie auslösen.","nein","das eine video - könnte epilepsie auslösen.",FALSE,2,"2 = content-focused"
300896103971935,"1","Ist ähnlich wie tiktok","","ist ähnlich wie tiktok",FALSE,1,"1 = platform-focused"
300896104646698,"1","Nur Blödsinn oder nervige Videos","Zu politisch","nur blödsinn oder nervige videos",FALSE,2,"2 = content-focused"
300896105197803,"1","Ich interessiere mich weniger für diese Plattformen","","ich interessiere mich weniger für diese plattformen",FALSE,3,"3 = other/unclear"
300896105586791,"1","Mir fehlt ein  Dislike -Button für die relativ vielen Videos, die ich (ganz und gar) nicht mag","nein, nicht wirklich - wilde Mischung und Zusammenstelung  es fehlt ein Dis-Like-Button und ein Langeweile- oder Ablehnungs-Indikator","mir fehlt ein dislike -button für die relativ vielen videos, die ich (ganz und gar) nicht mag",FALSE,1,"1 = platform-focused"
300896403713193,"","Das da sehr viel Mist und alles läuft was es nicht wert ist zu sehen","","das da sehr viel mist und alles läuft was es nicht wert ist zu sehen",FALSE,2,"2 = content-focused"
300896403713200,"","Grausig","","grausig",FALSE,3,"3 = other/unclear"
300896403713206,"","Nichts darin interessiert mich","","nichts darin interessiert mich",FALSE,2,"2 = content-focused"
300896403714237,"","es sollte informatives werden","","es sollte informatives werden",FALSE,3,"3 = other/unclear"
300896403714240,"","Es fehlten  Katzen Videos","","es fehlten katzen videos",FALSE,2,"2 = content-focused"
300896403714248,"","Ich sah keine Möglichkeit,  ein Video zu disliken. Die hätte ich gern gehabt","","ich sah keine möglichkeit, ein video zu disliken. die hätte ich gern gehabt",FALSE,1,"1 = platform-focused"
300896403714252,"","ich schaue nicht solche Kurzvideos","","ich schaue nicht solche kurzvideos",FALSE,2,"2 = content-focused"
300896403714261,"","gemischte Inhalte","","gemischte inhalte",FALSE,3,"3 = other/unclear"
300896403714262,"1","man sollte die Beiträge kritisch betrachten. es ist nicht alles so wie es gezeigt wird","nein","man sollte die beiträge kritisch betrachten. es ist nicht alles so wie es gezeigt wird",FALSE,3,"3 = other/unclear"
300896403714263,"","ok","","ok",FALSE,3,"3 = other/unclear"
300896403714264,"","für mich völlig uninteressant","","für mich völlig uninteressant",FALSE,2,"2 = content-focused"
300896403714268,"","Etwas hakelig zu bedienen.","","etwas hakelig zu bedienen.",FALSE,1,"1 = platform-focused"
300896403714274,"","Finde nur 2 der gezeigten Beiträge einigermaßen interessant","","finde nur 2 der gezeigten beiträge einigermaßen interessant",FALSE,2,"2 = content-focused"
300896403714277,"","Das ist kompletter Käse und Zeitverschwendung... Meine Zeit wäre mir zu kostbar","","das ist kompletter käse und zeitverschwendung... meine zeit wäre mir zu kostbar",FALSE,2,"2 = content-focused"
300896403714281,"1","letztes video konnte nicht bewertet werden","nichts","letztes video konnte nicht bewertet werden",FALSE,3,"3 = other/unclear"
300896403714290,"1","nein ich würde mich anmelden","Überflüssig","nein ich würde mich anmelden",FALSE,3,"3 = other/unclear"
300896403714295,"","erinnert mich an youtube shorts ...","","erinnert mich an youtube shorts ...",FALSE,1,"1 = platform-focused"
300896403714299,"","interessant, wir TikTok","","interessant, wir tiktok",FALSE,1,"1 = platform-focused"
300896403715091,"","Ich finde es total ätzend, über welche Themen Videos ins Netz gestellt werden. An den allermeisten davon habe ich kein Interesse.","","ich finde es total ätzend, über welche themen videos ins netz gestellt werden. an den allermeisten davon habe ich kein interesse.",FALSE,2,"2 = content-focused"
300896403715099,"","interessiert mich nicht","","interessiert mich nicht",FALSE,3,"3 = other/unclear"
300896403715100,"1","ja","","ja",FALSE,3,"3 = other/unclear"
300896403715107,"","Interessante Beiträge","","interessante beiträge",FALSE,2,"2 = content-focused"
300896403715110,"","Ich fand gut dass alle Parteien beteiligt waren","","ich fand gut dass alle parteien beteiligt waren",FALSE,2,"2 = content-focused"
300896403715120,"1","Nein, ich halte von diesen Plattformen generell nichts","Ich nutze solche Video Plattformen nicht","nein, ich halte von diesen plattformen generell nichts",FALSE,1,"1 = platform-focused"
300896403715127,"","Viel zu viele, viel zu lange und dann steht nur 0:00 da, anstatt weiter","","viel zu viele, viel zu lange und dann steht nur 0:00 da, anstatt weiter",FALSE,1,"1 = platform-focused"
300896403715134,"","einige clips waren echt überflüssig","","einige clips waren echt überflüssig",FALSE,2,"2 = content-focused"
300896403715137,"","sehr interessante Videos","","sehr interessante videos",FALSE,2,"2 = content-focused"
300896403715148,"","Da war sehr viel sinnbefreiter Klamauk zu sehen.","","da war sehr viel sinnbefreiter klamauk zu sehen.",FALSE,2,"2 = content-focused"
300896403715151,"1","langweilig","langweilig, überflüssig","langweilig",FALSE,2,"2 = content-focused"
300896403715157,"","Bin froh, dass ich kein tiktok habe","","bin froh, dass ich kein tiktok habe",FALSE,3,"3 = other/unclear"
300896403715158,"","langweilig - der selbe Mist der auch auf anderen Plattformen gezeigt wird - wurde ich mir niemals ansehen - weil nutzlos und verblödend","","langweilig - der selbe mist der auch auf anderen plattformen gezeigt wird - wurde ich mir niemals ansehen - weil nutzlos und verblödend",FALSE,2,"2 = content-focused"
300896403716198,"","Einseitig","","einseitig",FALSE,3,"3 = other/unclear"
300896403716202,"","Es war eine gute Mischung an Entertainment.","","es war eine gute mischung an entertainment.",FALSE,2,"2 = content-focused"
300896403716204,"","nervige Auswahl","","nervige auswahl",FALSE,3,"3 = other/unclear"
300896403716205,"1","Könnte interessant werden, wenn eine gute Moderation stattfindet.","braucht man noch eine Plattform???","könnte interessant werden, wenn eine gute moderation stattfindet.",FALSE,3,"3 = other/unclear"
300896403716210,"","Keine Anmerkungen.","","keine anmerkungen.",FALSE,3,"3 = other/unclear"
300896403716213,"","Fehlanzeige","","fehlanzeige",FALSE,3,"3 = other/unclear"
300896403716216,"","sowas ist unnütz","","sowas ist unnütz",FALSE,3,"3 = other/unclear"
300896403716220,"","Im Prinzip sieht die Plattform ähnlich aus wie TikTok, und das werde ich nicht nutzen. Die Hälfte der gezeigten Videos würde ich sofort überspringen oder wegklicken.","","im prinzip sieht die plattform ähnlich aus wie tiktok, und das werde ich nicht nutzen. die hälfte der gezeigten videos würde ich sofort überspringen oder wegklicken.",FALSE,1,"1 = platform-focused"
300896403716222,"","Teilweise komische Videos uninteressant für mich","","teilweise komische videos uninteressant für mich",FALSE,2,"2 = content-focused"
300896403716223,"","Die Video-Plattform hat mich sehr stark an TikTok erinnert.","","die video-plattform hat mich sehr stark an tiktok erinnert.",FALSE,1,"1 = platform-focused"
300896403716227,"","Konnte man auch disliken??? Hätte ich bei einigen Videos getan! Ich bin dann einfach auf WEITER gegangen.","","konnte man auch disliken??? hätte ich bei einigen videos getan! ich bin dann einfach auf weiter gegangen.",FALSE,1,"1 = platform-focused"
300896403716229,"1","guter Mix","ähnlich wie TikTok","guter mix",FALSE,3,"3 = other/unclear"
300896403716231,"","Etwas einseitig bzw. sehr politisch","","etwas einseitig bzw. sehr politisch",FALSE,2,"2 = content-focused"
300896403716232,"","Nervig, da wie TikTok. So oberflächlich und unnütz. Geistlos.","","nervig, da wie tiktok. so oberflächlich und unnütz. geistlos.",FALSE,1,"1 = platform-focused"
300896403716238,"","Ich finde die Plattform sehr gut","","ich finde die plattform sehr gut",FALSE,1,"1 = platform-focused"
300906328517666,"1","manche waren nervig","nein","manche waren nervig",FALSE,2,"2 = content-focused"
300906328684666,"1","Langweilig, zu viele Politische Vidros","Nichts","langweilig, zu viele politische vidros",FALSE,2,"2 = content-focused"
300906329042987,"1","eigentlich nichts","Eigentlich nichts","eigentlich nichts",FALSE,3,"3 = other/unclear"
300906329065529,"1","Es sollte mehr Informationen gegeben werden.","Nein","es sollte mehr informationen gegeben werden.",FALSE,3,"3 = other/unclear"
300906329087042,"1","Das Format ist interessant und inhaltlich abwechslungsreich.","Nein, so ähnlich kenne ich das bei TikTok.","das format ist interessant und inhaltlich abwechslungsreich.",FALSE,2,"2 = content-focused"
300906329845777,"1","tolle Geschichte","sehr spannend, gerne umsetzen","tolle geschichte",FALSE,3,"3 = other/unclear"
300906329885732,"1","Kffkvfbff","","kffkvfbff",FALSE,3,"3 = other/unclear"
300906330126526,"1","Sehr viele politische inhalte","Die Symbole sollten nochmal erklärt sein falls man sie vergisst","sehr viele politische inhalte",FALSE,2,"2 = content-focused"
300906330175708,"1","Hat mich nicht angesprochen","Nein","hat mich nicht angesprochen",FALSE,2,"2 = content-focused"
300906330302520,"1","Nichtscneues viel Politik","zu viel Politik","nichtscneues viel politik",FALSE,2,"2 = content-focused"
300906330512633,"1","War TikTok nachempfunden.","Erinnert natürlich an TikTok ;)","war tiktok nachempfunden.",FALSE,1,"1 = platform-focused"
300906330630275,"1","Nejn","Nein","nejn",FALSE,3,"3 = other/unclear"
300906330675452,"1","einfache Bedienung","die Plattform war leicht zu bedienen.","einfache bedienung",FALSE,1,"1 = platform-focused"
300906330684470,"1","Informativ aus allen Bereichen","Uninteressant für mich","informativ aus allen bereichen",FALSE,2,"2 = content-focused"
300906330821795,"1","Sehr vielfältige Themenauswahl","Nein","sehr vielfältige themenauswahl",FALSE,2,"2 = content-focused"
300906331029550,"1","genauso wie alle anderen,,um keinen deut besser","GENAUSO WIE ANDERE NUR MEHR POLITISCH","genauso wie alle anderen,,um keinen deut besser",FALSE,1,"1 = platform-focused"
300906331038772,"1","ganz schön flach","nein  war durchwachsen","ganz schön flach",FALSE,2,"2 = content-focused"
300906331071558,"1","Schöne Umfrage","Nein","schöne umfrage",FALSE,2,"2 = content-focused"
300906331349229,"1","Ich habe diverse Fake Videos gesehen","Nein","ich habe diverse fake videos gesehen",FALSE,2,"2 = content-focused"
300906331480121,"1","Zu viel Politik   Keine lustigen Videos","Zu viel politik","zu viel politik keine lustigen videos",FALSE,2,"2 = content-focused"
300906331678891,"1","Es scheint eine ziemlich unterhaltsame Plattform zu sein","Es ist sehr unterhaltsam","es scheint eine ziemlich unterhaltsame plattform zu sein",FALSE,1,"1 = platform-focused"
300906332482626,"1","waren viele nicht so schöne Videos dabei","nein","waren viele nicht so schöne videos dabei",FALSE,2,"2 = content-focused"
300906561998000,"1","Wilder Algorithmus","Die Tasten sind ungünstig angeordnet","wilder algorithmus",FALSE,1,"1 = platform-focused"
300906562023618,"1","Uh","","uh",FALSE,3,"3 = other/unclear"
300906562085107,"1","Aufgrund von Mental-Health Gründen nutze ich solche Plattformen nicht","-","aufgrund von mental-health gründen nutze ich solche plattformen nicht",FALSE,1,"1 = platform-focused"
300906562155559,"1","alles gut","Nein","alles gut",FALSE,3,"3 = other/unclear"
300906562423813,"1","Nein alles gut","Nein","nein alles gut",FALSE,2,"2 = content-focused"
300906562455579,"1","Ist cool","","ist cool",FALSE,3,"3 = other/unclear"
300906562541658,"1","Sehr viel politische videos, ich persönlich nutze soziale Medien zur Unterhaltung","Sehr viel politisches","sehr viel politische videos, ich persönlich nutze soziale medien zur unterhaltung",FALSE,2,"2 = content-focused"
300906562967688,"1","Yxx","","yxx",FALSE,3,"3 = other/unclear"
300906563006632,"1","Eine Kommentar funktion fehlt","","eine kommentar funktion fehlt",FALSE,1,"1 = platform-focused"
300906564402385,"1","Zu viele Videos über Politik","Zu viel politischer Inhalt","zu viele videos über politik",FALSE,2,"2 = content-focused"
300906564469790,"1","Alles hat problemlos funktioniert","","alles hat problemlos funktioniert",FALSE,1,"1 = platform-focused"
300906565923863,"1","Wirkt ok","","wirkt ok",FALSE,3,"3 = other/unclear"
300906565972999,"1","Eine wunderbare Videoplattform und sehenswert","","eine wunderbare videoplattform und sehenswert",FALSE,1,"1 = platform-focused"
300906565974029,"1","Besser Button farben und so","Bessere Buttons","besser button farben und so",FALSE,1,"1 = platform-focused"
300906684710914,"1","die Bewertungsfunktion war eingeschränkt in ihrer Funktion","nein","die bewertungsfunktion war eingeschränkt in ihrer funktion",FALSE,1,"1 = platform-focused"
300906684710916,"","ist nichts für mich","","ist nichts für mich",FALSE,2,"2 = content-focused"
300906684710926,"1","Nein   Das meiste war ziemlich uninteressant","Muss ich nicht haben","nein das meiste war ziemlich uninteressant",FALSE,2,"2 = content-focused"
300906684710929,"","Na ja, die Inhalte sind ja teilweise ziemlich schwachsinnig ..... Nicht wert, daß man / frau sich eingehender damit beschäftigt.","","na ja, die inhalte sind ja teilweise ziemlich schwachsinnig ..... nicht wert, daß man / frau sich eingehender damit beschäftigt.",FALSE,2,"2 = content-focused"
300906684710935,"","Viele sinnlose Videos","","viele sinnlose videos",FALSE,2,"2 = content-focused"
300906684710937,"","Sie haben den Schwachsinn, der da allzumal läuft schön repräsentativ ausgewählt","","sie haben den schwachsinn, der da allzumal läuft schön repräsentativ ausgewählt",FALSE,2,"2 = content-focused"
300906684710939,"","Keine sehr interessanten videos dabei","","keine sehr interessanten videos dabei",FALSE,2,"2 = content-focused"
300906684710942,"1","Alles war selbsterklärend","","alles war selbsterklärend",FALSE,1,"1 = platform-focused"
300906684710943,"","die Inhalte waren alle uninteressant","","die inhalte waren alle uninteressant",FALSE,2,"2 = content-focused"
300906684710947,"","Passt alles soweit","","passt alles soweit",FALSE,3,"3 = other/unclear"
300906684710951,"","Nein, mir fällt dazu nichts.","","nein, mir fällt dazu nichts.",FALSE,3,"3 = other/unclear"
300906684710953,"1","Nichts mitzuteilen…","Nein nichts","nichts mitzuteilen…",FALSE,3,"3 = other/unclear"
300906684710955,"","Videos hatten alle eine super gute Qualität","","videos hatten alle eine super gute qualität",FALSE,2,"2 = content-focused"
300906684711158,"","Die Benutzung gefällt mir nicht","","die benutzung gefällt mir nicht",FALSE,1,"1 = platform-focused"
300906684711163,"","Schlimm","","schlimm",FALSE,3,"3 = other/unclear"
300906684711164,"1","Umständliche Nutzung mit dem vollbildmodus","Nein","umständliche nutzung mit dem vollbildmodus",FALSE,1,"1 = platform-focused"
300906684711987,"","ich fühle mich als Zielgruppe zu alt","","ich fühle mich als zielgruppe zu alt",FALSE,2,"2 = content-focused"
300906684711989,"","Für Menschen, die jünger sind als ich","","für menschen, die jünger sind als ich",FALSE,3,"3 = other/unclear"
300906684711992,"","Was für ein Schwachsinn","","was für ein schwachsinn",FALSE,2,"2 = content-focused"
300906684711999,"","Nicht unbedingt notwendig","","nicht unbedingt notwendig",FALSE,3,"3 = other/unclear"
300906684712006,"","mag ich nicht","","mag ich nicht",FALSE,3,"3 = other/unclear"
300906684712009,"","Ein Video lief ohne Ton","","ein video lief ohne ton",FALSE,3,"3 = other/unclear"
300906684712025,"","Nein alles klar","","nein alles klar",FALSE,3,"3 = other/unclear"
300906684712032,"","Nichts für mich","","nichts für mich",FALSE,2,"2 = content-focused"
300906684713069,"1","Es sind viele inhaltsleere Filme auf der Plattform","Sehr viel Unsinn","es sind viele inhaltsleere filme auf der plattform",FALSE,2,"2 = content-focused"
300906684713075,"","Uninteressant","","uninteressant",FALSE,2,"2 = content-focused"
300906684713076,"","...kann mich nicht begeistern","","...kann mich nicht begeistern",FALSE,2,"2 = content-focused"
300906684713077,"1","Nb","Ji","nb",FALSE,3,"3 = other/unclear"
300906684713081,"","Viel Quatsch dabei.","","viel quatsch dabei.",FALSE,2,"2 = content-focused"
300906684713083,"","ich fand sie langweilig","","ich fand sie langweilig",FALSE,2,"2 = content-focused"
300906684713085,"","Für mich nicht relevant.","","für mich nicht relevant.",FALSE,3,"3 = other/unclear"
300906684713088,"","Nein war Spannend","","nein war spannend",FALSE,2,"2 = content-focused"
300906684713090,"","Überflüssig","","überflüssig",FALSE,3,"3 = other/unclear"
300906684713102,"","Tiktok ist schrecklich","","tiktok ist schrecklich",FALSE,2,"2 = content-focused"
300906684713107,"1","Anstrengend","Stressig","anstrengend",FALSE,3,"3 = other/unclear"
300906684713110,"1","wüsste nicht, was mir das bringen sollte ... ist das anders als tik tok? kenne mich da nicht aus. hier war mir zu viel wahlwerbung","Würde mich nicht interessieren","wüsste nicht, was mir das bringen sollte ... ist das anders als tik tok? kenne mich da nicht aus. hier war mir zu viel wahlwerbung",FALSE,1,"1 = platform-focused"
300906684713114,"1","zu viel Blödsinn","manches ist wirklich überflüssig","zu viel blödsinn",FALSE,2,"2 = content-focused"
300906684713116,"","Ziemlich öde","","ziemlich öde",FALSE,2,"2 = content-focused"
300906684714155,"","Sehr umfangreich","","sehr umfangreich",FALSE,3,"3 = other/unclear"
300906684714164,"1","Für mich nicht interessant, zu viel Input","Nein","für mich nicht interessant, zu viel input",FALSE,2,"2 = content-focused"
300906684714166,"1","Reist mich nicht vom Hocker","Zum Schluss flackerten einige Videos","reist mich nicht vom hocker",FALSE,2,"2 = content-focused"
300906684714181,"","toll","","toll",FALSE,3,"3 = other/unclear"
300906684714193,"","Kein Interesse an VideoPlattformen","","kein interesse an videoplattformen",FALSE,3,"3 = other/unclear"
300906684714197,"","die ist auch nicht anders, als Instagram oder facebook","","die ist auch nicht anders, als instagram oder facebook",FALSE,1,"1 = platform-focused"
300906684714198,"","käse","","käse",FALSE,3,"3 = other/unclear"
300906684714200,"","Alles richtig, was er sagt.","","alles richtig, was er sagt.",FALSE,3,"3 = other/unclear"
300906684715008,"","Ich hoffe das man bei dieser Plattform nicht immer linear weiter tippen muss , wie in dieser Testversion  . Sondern wie bei Youtube alle Inhalte angezeigt werden  .","","ich hoffe das man bei dieser plattform nicht immer linear weiter tippen muss , wie in dieser testversion . sondern wie bei youtube alle inhalte angezeigt werden .",FALSE,1,"1 = platform-focused"
300906684715011,"1","Ich habe nur weitergereicht und nichts angeschaut da ich kei  interress daran habe und auch nie bei tictok geschaut habe","Nein","ich habe nur weitergereicht und nichts angeschaut da ich kei interress daran habe und auch nie bei tictok geschaut habe",FALSE,3,"3 = other/unclear"
300906684715015,"","Weiss nicht","","weiss nicht",FALSE,3,"3 = other/unclear"
300906684715017,"","Bunter Mix an Short Videos","","bunter mix an short videos",FALSE,2,"2 = content-focused"
300906684715235,"","Sehr politisch.","","sehr politisch.",FALSE,2,"2 = content-focused"
300906684715237,"","bestens","","bestens",FALSE,3,"3 = other/unclear"
300906684715246,"","sieht aus wie tiktok","","sieht aus wie tiktok",FALSE,1,"1 = platform-focused"
300906684715250,"","So einen Schrott würde ich mir sonst niemals ansehen","","so einen schrott würde ich mir sonst niemals ansehen",FALSE,2,"2 = content-focused"
300906684715257,"","Nicht mein Fall. Würde ich nicht anschauen.","","nicht mein fall. würde ich nicht anschauen.",FALSE,2,"2 = content-focused"
300906684715258,"","Unnötiger Scheiß","","unnötiger scheiß",FALSE,2,"2 = content-focused"
300906684715260,"","ist völlig überflüssig","","ist völlig überflüssig",FALSE,2,"2 = content-focused"
300906684715263,"","War gab es kein Daumen nach unten?????","","war gab es kein daumen nach unten?????",FALSE,1,"1 = platform-focused"
300906684716053,"","Nicht alles war interessant","","nicht alles war interessant",FALSE,2,"2 = content-focused"
300906684716061,"","sinnloser Content für Teenager","","sinnloser content für teenager",FALSE,2,"2 = content-focused"
300906684716062,"","ist viel Mist dabei","","ist viel mist dabei",FALSE,2,"2 = content-focused"
300906684716065,"","so schrecklich!!!","","so schrecklich!!!",FALSE,3,"3 = other/unclear"
300906684716071,"","Bvhbb cchjjk ghj","","bvhbb cchjjk ghj",FALSE,3,"3 = other/unclear"
300906684716077,"1","fast alle clips sind unnötig und vertane zeit. sowas würde ich mir icht ansehen","die ist eigentlich zeitverschwendung, sie sagt nix neues und viele videos sind unnötig","fast alle clips sind unnötig und vertane zeit. sowas würde ich mir icht ansehen",FALSE,2,"2 = content-focused"
300906684716082,"","viel mit Musik, viele Teenies","","viel mit musik, viele teenies",FALSE,2,"2 = content-focused"
300906684716083,"","Für mich uninteressant","","für mich uninteressant",FALSE,2,"2 = content-focused"
300906684716084,"","90% nur Blödsinn der darüber kam","","90% nur blödsinn der darüber kam",FALSE,2,"2 = content-focused"
300906684716088,"","die meisten Beiträge haben mich nicht interessiert oder waren Fake news","","die meisten beiträge haben mich nicht interessiert oder waren fake news",FALSE,2,"2 = content-focused"
300906684716089,"","Wenig interessantes und glaubwürdiges","","wenig interessantes und glaubwürdiges",FALSE,2,"2 = content-focused"
